39575	d.68.2.2	d1a2na_	1a2n	A	[]	PF00275
32633	c.43.1.1	d1c4tb_	1c4t	B	[]	PF00198
32634	c.43.1.1	d1c4tc_	1c4t	C	[]	PF00198
31046	c.23.1.1	d1c4wa_	1c4w	A	[]	PF00072
34684	c.69.1.10	d1c4xa_	1c4x	A	[]	PF12697
41766	d.148.1.1	d1c4za_	1c4z	A	[]	PF00632
41767	d.148.1.1	d1c4zb_	1c4z	B	[]	PF00632
41768	d.148.1.1	d1c4zc_	1c4z	C	[]	PF00632
38331	d.20.1.1	d1c4zd_	1c4z	D	[]	PF00179
35512	c.87.1.4	d1c50a_	1c50	A	[]	PF00343
15810	a.3.1.1	d1c52a_	1c52	A	[]	PF00034
64764	d.1.1.2	d1c54a_	1c54	A	[]	PF00545
23997	b.29.1.1	d1c57a_	1c57	A	[]	PF00139
17794	a.50.1.1	d1c5aa_	1c5a	A	[]	PF01821
20414	b.1.1.1	d1c5da1	1c5d	A	['1-106']	PF07654
21386	b.1.1.2	d1c5da2	1c5d	A	['107-213']	PF07654
20415	b.1.1.1	d1c5db1	1c5d	B	['1-117']	PF07654
21387	b.1.1.2	d1c5db2	1c5d	B	['118-215']	PF07654
20413	b.1.1.1	d1c5dh1	1c5d	H	['1-117']	PF07654
21385	b.1.1.2	d1c5dh2	1c5d	H	['118-214']	PF07654
20412	b.1.1.1	d1c5dl1	1c5d	L	['1-106']	PF07654
21384	b.1.1.2	d1c5dl2	1c5d	L	['107-213']	PF07654
27497	b.62.1.1	d1c5fa_	1c5f	A	[]	PF00160
27498	b.62.1.1	d1c5fc_	1c5f	C	[]	PF00160
27499	b.62.1.1	d1c5fe_	1c5f	E	[]	PF00160
27500	b.62.1.1	d1c5fg_	1c5f	G	[]	PF00160
27501	b.62.1.1	d1c5fi_	1c5f	I	[]	PF00160
27502	b.62.1.1	d1c5fk_	1c5f	K	[]	PF00160
27503	b.62.1.1	d1c5fm_	1c5f	M	[]	PF00160
27504	b.62.1.1	d1c5fo_	1c5f	O	[]	PF00160
24311	b.29.1.11	d1c5ha_	1c5h	A	[]	PF00457
24314	b.29.1.11	d1c5ia_	1c5i	A	[]	PF00457
27630	b.68.4.1	d1c5ka1	1c5k	A	['163-431']	PF04052
33212	c.51.2.1	d1c5ka2	1c5k	A	['35-162']	PF04052
26338	b.47.1.2	d1c5md_	1c5m	D	[]	PF00089
25912	b.47.1.2	d1c5pa_	1c5p	A	[]	PF00089
25910	b.47.1.2	d1c5qa_	1c5q	A	[]	PF00089
25914	b.47.1.2	d1c5ra_	1c5r	A	[]	PF00089
25903	b.47.1.2	d1c5sa_	1c5s	A	[]	PF00089
25899	b.47.1.2	d1c5ta_	1c5t	A	[]	PF00089
25902	b.47.1.2	d1c5ua_	1c5u	A	[]	PF00089
25915	b.47.1.2	d1c5va_	1c5v	A	[]	PF00089
36847	d.2.1.3	d1c60a_	1c60	A	[]	PF00959
36848	d.2.1.3	d1c61a_	1c61	A	[]	PF00959
36930	d.2.1.3	d1c62a_	1c62	A	[]	PF00959
36897	d.2.1.3	d1c63a_	1c63	A	[]	PF00959
36849	d.2.1.3	d1c64a_	1c64	A	[]	PF00959
36899	d.2.1.3	d1c65a_	1c65	A	[]	PF00959
36928	d.2.1.3	d1c66a_	1c66	A	[]	PF00959
36932	d.2.1.3	d1c67a_	1c67	A	[]	PF00959
36947	d.2.1.3	d1c68a_	1c68	A	[]	PF00959
36726	d.2.1.3	d1c69a_	1c69	A	[]	PF00959
36908	d.2.1.3	d1c6aa_	1c6a	A	[]	PF00959
36923	d.2.1.3	d1c6ba_	1c6b	A	[]	PF00959
36876	d.2.1.3	d1c6ca_	1c6c	A	[]	PF00959
36889	d.2.1.3	d1c6da_	1c6d	A	[]	PF00959
36850	d.2.1.3	d1c6ea_	1c6e	A	[]	PF00959
36862	d.2.1.3	d1c6fa_	1c6f	A	[]	PF00959
36814	d.2.1.3	d1c6ga_	1c6g	A	[]	PF00959
36756	d.2.1.3	d1c6ha_	1c6h	A	[]	PF00959
36799	d.2.1.3	d1c6ia_	1c6i	A	[]	PF00959
36800	d.2.1.3	d1c6ja_	1c6j	A	[]	PF00959
36818	d.2.1.3	d1c6ka_	1c6k	A	[]	PF00959
36801	d.2.1.3	d1c6la_	1c6l	A	[]	PF00959
36885	d.2.1.3	d1c6ma_	1c6m	A	[]	PF00959
36933	d.2.1.3	d1c6na_	1c6n	A	[]	PF00959
15808	a.3.1.1	d1c6oa_	1c6o	A	[]	PF13442
15809	a.3.1.1	d1c6ob_	1c6o	B	[]	PF13442
36856	d.2.1.3	d1c6pa_	1c6p	A	[]	PF00959
36842	d.2.1.3	d1c6qa_	1c6q	A	[]	PF00959
15807	a.3.1.1	d1c6ra_	1c6r	A	[]	PF13442
15806	a.3.1.1	d1c6sa_	1c6s	A	[]	PF13442
36888	d.2.1.3	d1c6ta_	1c6t	A	[]	PF00959
33672	c.55.3.2	d1c6va_	1c6v	A	[]	PF00665
33673	c.55.3.2	d1c6vb_	1c6v	B	[]	PF00665
33674	c.55.3.2	d1c6vc_	1c6v	C	[]	PF00665
33675	c.55.3.2	d1c6vd_	1c6v	D	[]	PF00665
24641	b.34.7.1	d1c6vx_	1c6v	X	[]	PF00552
26694	b.50.1.1	d1c6xa_	1c6x	A	[]	PF00077
26695	b.50.1.1	d1c6xb_	1c6x	B	[]	PF00077
26670	b.50.1.1	d1c6ya_	1c6y	A	[]	PF00077
26671	b.50.1.1	d1c6yb_	1c6y	B	[]	PF00077
26668	b.50.1.1	d1c6za_	1c6z	A	[]	PF00077
26669	b.50.1.1	d1c6zb_	1c6z	B	[]	PF00077
26652	b.50.1.1	d1c70a_	1c70	A	[]	PF00077
26653	b.50.1.1	d1c70b_	1c70	B	[]	PF00077
17663	a.45.1.1	d1c72a1	1c72	A	['85-217']	PF02798
32957	c.47.1.5	d1c72a2	1c72	A	['1-84']	PF02798
17664	a.45.1.1	d1c72b1	1c72	B	['85-217']	PF02798
32958	c.47.1.5	d1c72b2	1c72	B	['1-84']	PF02798
17665	a.45.1.1	d1c72c1	1c72	C	['85-217']	PF02798
32959	c.47.1.5	d1c72c2	1c72	C	['1-84']	PF02798
17666	a.45.1.1	d1c72d1	1c72	D	['85-217']	PF02798
32960	c.47.1.5	d1c72d2	1c72	D	['1-84']	PF02798
19593	a.133.1.2	d1c74a_	1c74	A	[]	PF00068
37718	d.15.5.1	d1c76a_	1c76	A	[]	PF02821
37714	d.15.5.1	d1c77a_	1c77	A	[]	PF02821
37715	d.15.5.1	d1c77b_	1c77	B	[]	PF02821
37712	d.15.5.1	d1c78a_	1c78	A	[]	PF02821
37713	d.15.5.1	d1c78b_	1c78	B	[]	PF02821
37716	d.15.5.1	d1c79a_	1c79	A	[]	PF02821
37717	d.15.5.1	d1c79b_	1c79	B	[]	PF02821
15276	a.1.1.2	d1c7ba_	1c7b	A	[]	PF00042
15455	a.1.1.2	d1c7bb_	1c7b	B	[]	PF00042
15277	a.1.1.2	d1c7bc_	1c7b	C	[]	PF00042
15456	a.1.1.2	d1c7bd_	1c7b	D	[]	PF00042
15261	a.1.1.2	d1c7ca1	1c7c	A	['1-142']	PF00042
15262	a.1.1.2	d1c7ca2	1c7c	A	['143-283']	PF00042
15438	a.1.1.2	d1c7cb_	1c7c	B	[]	PF00042
15439	a.1.1.2	d1c7cd_	1c7c	D	[]	PF00042
15278	a.1.1.2	d1c7da1	1c7d	A	['1-142']	PF00042
15279	a.1.1.2	d1c7da2	1c7d	A	['143-284']	PF00042
15457	a.1.1.2	d1c7db_	1c7d	B	[]	PF00042
15458	a.1.1.2	d1c7dd_	1c7d	D	[]	PF00042
31167	c.23.5.1	d1c7ea_	1c7e	A	[]	PF00258
31168	c.23.5.1	d1c7eb_	1c7e	B	[]	PF00258
31163	c.23.5.1	d1c7fa_	1c7f	A	[]	PF00258
31164	c.23.5.1	d1c7fb_	1c7f	B	[]	PF00258
90415	c.67.1.2	d1c7ga_	1c7g	A	[]	PF01212
90416	c.67.1.2	d1c7gb_	1c7g	B	[]	PF01212
90417	c.67.1.2	d1c7gc_	1c7g	C	[]	PF01212
90418	c.67.1.2	d1c7gd_	1c7g	D	[]	PF01212
38117	d.17.4.3	d1c7ha_	1c7h	A	[]	PF12680
34632	c.69.1.1	d1c7ia_	1c7i	A	[]	PF00135
34631	c.69.1.1	d1c7ja_	1c7j	A	[]	PF00135
59078	d.92.1.1	d1c7ka_	1c7k	A	[]	PF02031
15830	a.3.1.1	d1c7ma_	1c7m	A	[]	PF00034
34413	c.67.1.3	d1c7na_	1c7n	A	[]	PF00155
34414	c.67.1.3	d1c7nb_	1c7n	B	[]	PF00155
34415	c.67.1.3	d1c7nc_	1c7n	C	[]	PF00155
34416	c.67.1.3	d1c7nd_	1c7n	D	[]	PF00155
34417	c.67.1.3	d1c7ne_	1c7n	E	[]	PF00155
34418	c.67.1.3	d1c7nf_	1c7n	F	[]	PF00155
34419	c.67.1.3	d1c7ng_	1c7n	G	[]	PF00155
34420	c.67.1.3	d1c7nh_	1c7n	H	[]	PF00155
34421	c.67.1.3	d1c7oa_	1c7o	A	[]	PF00155
34422	c.67.1.3	d1c7ob_	1c7o	B	[]	PF00155
34423	c.67.1.3	d1c7oc_	1c7o	C	[]	PF00155
34424	c.67.1.3	d1c7od_	1c7o	D	[]	PF00155
34425	c.67.1.3	d1c7oe_	1c7o	E	[]	PF00155
34426	c.67.1.3	d1c7of_	1c7o	F	[]	PF00155
34427	c.67.1.3	d1c7og_	1c7o	G	[]	PF00155
34428	c.67.1.3	d1c7oh_	1c7o	H	[]	PF00155
36582	d.2.1.2	d1c7pa_	1c7p	A	[]	PF00062
35307	c.80.1.2	d1c7qa_	1c7q	A	[]	PF00342
35310	c.80.1.2	d1c7ra_	1c7r	A	[]	PF00342
21812	b.1.18.2	d1c7sa1	1c7s	A	['781-885']	PF03173
22408	b.2.2.3	d1c7sa2	1c7s	A	['28-200']	PF03173
29011	c.1.8.6	d1c7sa3	1c7s	A	['338-780']	PF03173
40410	d.92.2.1	d1c7sa4	1c7s	A	['201-337']	PF03173
21813	b.1.18.2	d1c7ta1	1c7t	A	['781-885']	PF03173
22409	b.2.2.3	d1c7ta2	1c7t	A	['28-200']	PF03173
29012	c.1.8.6	d1c7ta3	1c7t	A	['338-780']	PF03173
40411	d.92.2.1	d1c7ta4	1c7t	A	['201-337']	PF03173
40238	d.88.1.1	d1c7ua_	1c7u	A	[]	PF00319
40239	d.88.1.1	d1c7ub_	1c7u	B	[]	PF00319
17262	a.39.1.5	d1c7va_	1c7v	A	[]	PF13499
17261	a.39.1.5	d1c7wa_	1c7w	A	[]	PF13499
16275	a.5.1.1	d1c7ya1	1c7y	A	['155-203']	PF01330
17950	a.60.2.1	d1c7ya2	1c7y	A	['65-150']	PF01330
25269	b.40.4.2	d1c7ya3	1c7y	A	['1-64']	PF01330
83160	c.60.1.4	d1c7za_	1c7z	A	[]	PF00300
83161	c.60.1.4	d1c7zb_	1c7z	B	[]	PF00300
83162	c.60.1.4	d1c80a_	1c80	A	[]	PF00300
83163	c.60.1.4	d1c80b_	1c80	B	[]	PF00300
83164	c.60.1.4	d1c81a_	1c81	A	[]	PF00300
59079	a.102.3.2	d1c82a1	1c82	A	['171-540']	PF08124
59080	b.24.1.1	d1c82a2	1c82	A	['815-889']	PF08124
59081	b.30.5.2	d1c82a3	1c82	A	['541-814']	PF08124
32660	c.45.1.2	d1c83a_	1c83	A	[]	PF00102
32671	c.45.1.2	d1c84a_	1c84	A	[]	PF00102
32674	c.45.1.2	d1c85a_	1c85	A	[]	PF00102
32668	c.45.1.2	d1c86a_	1c86	A	[]	PF00102
32663	c.45.1.2	d1c87a_	1c87	A	[]	PF00102
32659	c.45.1.2	d1c88a_	1c88	A	[]	PF00102
59082	c.56.1.2	d1c8ba_	1c8b	A	[]	PF03418
59083	c.56.1.2	d1c8bb_	1c8b	B	[]	PF03418
59084	b.34.13.1	d1c8ca_	1c8c	A	[]	PF02294
23375	b.121.5.2	d1c8da_	1c8d	A	[]	PF00740
23378	b.121.5.2	d1c8ha_	1c8h	A	[]	PF00740
18598	a.93.1.1	d1c8ia_	1c8i	A	[]	PF00141
59085	a.104.1.1	d1c8ja_	1c8j	A	[]	PF00067
59086	a.104.1.1	d1c8jb_	1c8j	B	[]	PF00067
35491	c.87.1.4	d1c8ka_	1c8k	A	[]	PF00343
35498	c.87.1.4	d1c8la_	1c8l	A	[]	PF00343
23308	b.121.4.7	d1c8na_	1c8n	A	[]	PF00729
23309	b.121.4.7	d1c8nb_	1c8n	B	[]	PF00729
23310	b.121.4.7	d1c8nc_	1c8n	C	[]	PF00729
59087	b.71.1.1	d1c8qa1	1c8q	A	['404-496']	PF00128
59088	c.1.8.1	d1c8qa2	1c8q	A	['1-403']	PF00128
40390	d.92.1.11	d1c8ta_	1c8t	A	[]	PF00413
40391	d.92.1.11	d1c8tb_	1c8t	B	[]	PF00413
38547	d.38.1.3	d1c8ua1	1c8u	A	['2-115']	PF02551
38548	d.38.1.3	d1c8ua2	1c8u	A	['116-286']	PF02551
38549	d.38.1.3	d1c8ub1	1c8u	B	['2-115']	PF02551
38550	d.38.1.3	d1c8ub2	1c8u	B	['116-286']	PF02551
28582	c.1.2.4	d1c8va_	1c8v	A	[]	PF00290
35282	c.79.1.1	d1c8vb_	1c8v	B	[]	PF00291
70065	d.5.1.1	d1c8wa_	1c8w	A	[]	PF00074
28994	c.1.8.5	d1c8xa_	1c8x	A	[]	PF00704
28995	c.1.8.5	d1c8ya_	1c8y	A	[]	PF00704
38375	d.23.1.1	d1c8za_	1c8z	A	[]	PF01167
28996	c.1.8.5	d1c90a_	1c90	A	[]	PF00704
28997	c.1.8.5	d1c90b_	1c90	B	[]	PF00704
29000	c.1.8.5	d1c91a_	1c91	A	[]	PF00704
29001	c.1.8.5	d1c92a_	1c92	A	[]	PF00704
28998	c.1.8.5	d1c93a_	1c93	A	[]	PF00704
30727	c.8.2.1	d1c96a1	1c96	A	['529-754']	PF00330
35403	c.83.1.1	d1c96a2	1c96	A	['2-528']	PF00330
30731	c.8.2.1	d1c97a1	1c97	A	['529-754']	PF00330
35407	c.83.1.1	d1c97a2	1c97	A	['2-528']	PF00330
18372	a.74.1.2	d1c9ba1	1c9b	A	['110-207']	PF00382
18373	a.74.1.2	d1c9ba2	1c9b	A	['208-316']	PF00382
41216	d.129.1.1	d1c9bb1	1c9b	B	['158-252']	PF00352
41217	d.129.1.1	d1c9bb2	1c9b	B	['253-337']	PF00352
18374	a.74.1.2	d1c9be1	1c9b	E	['110-207']	PF00382
18375	a.74.1.2	d1c9be2	1c9b	E	['208-316']	PF00382
41218	d.129.1.1	d1c9bf1	1c9b	F	['158-252']	PF00352
41219	d.129.1.1	d1c9bf2	1c9b	F	['253-337']	PF00352
18376	a.74.1.2	d1c9bi1	1c9b	I	['110-207']	PF00382
18377	a.74.1.2	d1c9bi2	1c9b	I	['208-316']	PF00382
41220	d.129.1.1	d1c9bj1	1c9b	J	['158-252']	PF00352
41221	d.129.1.1	d1c9bj2	1c9b	J	['253-337']	PF00352
18378	a.74.1.2	d1c9bm1	1c9b	M	['110-207']	PF00382
18379	a.74.1.2	d1c9bm2	1c9b	M	['208-316']	PF00382
41222	d.129.1.1	d1c9bn1	1c9b	N	['158-252']	PF00352
41223	d.129.1.1	d1c9bn2	1c9b	N	['253-337']	PF00352
18380	a.74.1.2	d1c9bq1	1c9b	Q	['110-207']	PF00382
18381	a.74.1.2	d1c9bq2	1c9b	Q	['208-316']	PF00382
41224	d.129.1.1	d1c9br1	1c9b	R	['158-252']	PF00352
41225	d.129.1.1	d1c9br2	1c9b	R	['253-337']	PF00352
34312	c.67.1.1	d1c9ca_	1c9c	A	[]	PF00155
28586	c.1.2.4	d1c9da_	1c9d	A	[]	PF00290
35286	c.79.1.1	d1c9db_	1c9d	B	[]	PF00291
35595	c.92.1.1	d1c9ea_	1c9e	A	[]	PF00762
37639	d.15.2.1	d1c9fa_	1c9f	A	[]	PF02017
38425	d.26.1.1	d1c9ha_	1c9h	A	[]	PF00254
19141	a.118.1.4	d1c9ia1	1c9i	A	['331-357']	PF01394
27668	b.69.6.1	d1c9ia2	1c9i	A	['3-330']	PF01394
19142	a.118.1.4	d1c9ib1	1c9i	B	['331-358']	PF01394
27669	b.69.6.1	d1c9ib2	1c9i	B	['4-330']	PF01394
32507	c.41.1.1	d1c9ja_	1c9j	A	[]	PF00082
32363	c.37.1.11	d1c9ka_	1c9k	A	[]	PF02283
32364	c.37.1.11	d1c9kb_	1c9k	B	[]	PF02283
32365	c.37.1.11	d1c9kc_	1c9k	C	[]	PF02283
19139	a.118.1.4	d1c9la1	1c9l	A	['331-359']	PF01394
27666	b.69.6.1	d1c9la2	1c9l	A	['3-330']	PF01394
19140	a.118.1.4	d1c9lb1	1c9l	B	['331-359']	PF01394
27667	b.69.6.1	d1c9lb2	1c9l	B	['3-330']	PF01394
32506	c.41.1.1	d1c9ma_	1c9m	A	[]	PF00082
32505	c.41.1.1	d1c9na_	1c9n	A	[]	PF00082
25325	b.40.4.5	d1c9oa_	1c9o	A	[]	PF00313
25326	b.40.4.5	d1c9ob_	1c9o	B	[]	PF00313
25974	b.47.1.2	d1c9pa_	1c9p	A	[]	PF00089
28175	b.82.5.1	d1c9sa_	1c9s	A	[]	PF02081
28176	b.82.5.1	d1c9sb_	1c9s	B	[]	PF02081
28177	b.82.5.1	d1c9sc_	1c9s	C	[]	PF02081
28178	b.82.5.1	d1c9sd_	1c9s	D	[]	PF02081
28179	b.82.5.1	d1c9se_	1c9s	E	[]	PF02081
28180	b.82.5.1	d1c9sf_	1c9s	F	[]	PF02081
28181	b.82.5.1	d1c9sg_	1c9s	G	[]	PF02081
28182	b.82.5.1	d1c9sh_	1c9s	H	[]	PF02081
28183	b.82.5.1	d1c9si_	1c9s	I	[]	PF02081
28184	b.82.5.1	d1c9sj_	1c9s	J	[]	PF02081
28185	b.82.5.1	d1c9sk_	1c9s	K	[]	PF02081
28186	b.82.5.1	d1c9sl_	1c9s	L	[]	PF02081
28187	b.82.5.1	d1c9sm_	1c9s	M	[]	PF02081
28188	b.82.5.1	d1c9sn_	1c9s	N	[]	PF02081
28189	b.82.5.1	d1c9so_	1c9s	O	[]	PF02081
28190	b.82.5.1	d1c9sp_	1c9s	P	[]	PF02081
28191	b.82.5.1	d1c9sq_	1c9s	Q	[]	PF02081
28192	b.82.5.1	d1c9sr_	1c9s	R	[]	PF02081
28193	b.82.5.1	d1c9ss_	1c9s	S	[]	PF02081
28194	b.82.5.1	d1c9st_	1c9s	T	[]	PF02081
28195	b.82.5.1	d1c9su_	1c9s	U	[]	PF02081
28196	b.82.5.1	d1c9sv_	1c9s	V	[]	PF02081
25955	b.47.1.2	d1c9ta_	1c9t	A	[]	PF00089
25956	b.47.1.2	d1c9tb_	1c9t	B	[]	PF00089
25957	b.47.1.2	d1c9tc_	1c9t	C	[]	PF00089
25958	b.47.1.2	d1c9td_	1c9t	D	[]	PF00089
25959	b.47.1.2	d1c9te_	1c9t	E	[]	PF00089
25960	b.47.1.2	d1c9tf_	1c9t	F	[]	PF00089
27623	b.68.2.1	d1c9ua_	1c9u	A	[]	PF07995
27624	b.68.2.1	d1c9ub_	1c9u	B	[]	PF07995
59089	d.5.1.1	d1c9va_	1c9v	A	[]	PF00074
28699	c.1.7.1	d1c9wa_	1c9w	A	[]	PF00248
59090	d.5.1.1	d1c9xa_	1c9x	A	[]	PF00074
35262	c.78.1.1	d1c9ya1	1c9y	A	['34-184']	PF02729
35263	c.78.1.1	d1c9ya2	1c9y	A	['185-354']	PF02729
19340	a.124.1.1	d1ca1a1	1ca1	A	['1-249']	PF00882
23648	b.12.1.3	d1ca1a2	1ca1	A	['250-370']	PF00882
27889	b.74.1.1	d1ca2a_	1ca2	A	[]	PF00194
27926	b.74.1.1	d1ca3a_	1ca3	A	[]	PF00194
37471	b.34.13.1	d1ca5a_	1ca5	A	[]	PF02294
37470	b.34.13.1	d1ca6a_	1ca6	A	[]	PF02294
39846	d.80.1.3	d1ca7a_	1ca7	A	[]	PF01187
39847	d.80.1.3	d1ca7b_	1ca7	B	[]	PF01187
39848	d.80.1.3	d1ca7c_	1ca7	C	[]	PF01187
27843	b.74.1.1	d1caha_	1cah	A	[]	PF00194
27830	b.74.1.1	d1caia_	1cai	A	[]	PF00194
27841	b.74.1.1	d1caja_	1caj	A	[]	PF00194
27863	b.74.1.1	d1caka_	1cak	A	[]	PF00194
27907	b.74.1.1	d1cala_	1cal	A	[]	PF00194
27826	b.74.1.1	d1cama_	1cam	A	[]	PF00194
27846	b.74.1.1	d1cana_	1can	A	[]	PF00194
27837	b.74.1.1	d1caoa_	1cao	A	[]	PF00194
40375	d.92.1.11	d1caqa_	1caq	A	[]	PF00413
28102	b.82.1.2	d1caua_	1cau	A	[]	PF00190
28103	b.82.1.2	d1caub_	1cau	B	[]	PF00190
28110	b.82.1.2	d1cava_	1cav	A	[]	PF00190
28111	b.82.1.2	d1cavb_	1cav	B	[]	PF00190
28112	b.82.1.2	d1cawa_	1caw	A	[]	PF00190
28113	b.82.1.2	d1cawb_	1caw	B	[]	PF00190
28104	b.82.1.2	d1caxa_	1cax	A	[]	PF00190
28105	b.82.1.2	d1caxb_	1cax	B	[]	PF00190
28106	b.82.1.2	d1caxc_	1cax	C	[]	PF00190
28107	b.82.1.2	d1caxd_	1cax	D	[]	PF00190
28108	b.82.1.2	d1caxe_	1cax	E	[]	PF00190
28109	b.82.1.2	d1caxf_	1cax	F	[]	PF00190
27883	b.74.1.1	d1caya_	1cay	A	[]	PF00194
27859	b.74.1.1	d1caza_	1caz	A	[]	PF00194
33790	c.56.2.1	d1cb0a_	1cb0	A	[]	PF01048
17156	a.39.1.1	d1cb1a_	1cb1	A	[]	PF01023
30661	c.6.1.1	d1cb2a_	1cb2	A	[]	PF01341
30662	c.6.1.1	d1cb2b_	1cb2	B	[]	PF01341
22236	b.1.8.1	d1cb4a_	1cb4	A	[]	PF00080
22237	b.1.8.1	d1cb4b_	1cb4	B	[]	PF00080
37037	d.3.1.1	d1cb5a_	1cb5	A	[]	PF03051
37038	d.3.1.1	d1cb5b_	1cb5	B	[]	PF03051
37039	d.3.1.1	d1cb5c_	1cb5	C	[]	PF03051
35840	c.94.1.2	d1cb6a1	1cb6	A	['1001-1334']	PF00405
35841	c.94.1.2	d1cb6a2	1cb6	A	['1335-1691']	PF00405
31240	c.23.6.1	d1cb7a_	1cb7	A	[]	PF02310
29648	c.1.19.2	d1cb7b_	1cb7	B	[]	PF06368
31241	c.23.6.1	d1cb7c_	1cb7	C	[]	PF02310
29649	c.1.19.2	d1cb7d_	1cb7	D	[]	PF06368
18849	a.102.3.2	d1cb8a1	1cb8	A	['26-335']	PF02278
23898	b.24.1.1	d1cb8a2	1cb8	A	['600-700']	PF02278
24422	b.30.5.2	d1cb8a3	1cb8	A	['336-599']	PF02278
35587	c.90.1.1	d1cbfa1	1cbf	A	['21-251']	PF00590
27209	b.60.1.2	d1cbia_	1cbi	A	[]	PF00061
27210	b.60.1.2	d1cbib_	1cbi	B	[]	PF00061
22213	b.1.8.1	d1cbja_	1cbj	A	[]	PF00080
22214	b.1.8.1	d1cbjb_	1cbj	B	[]	PF00080
39435	d.58.30.1	d1cbka_	1cbk	A	[]	PF01288
39436	d.58.30.1	d1cbkb_	1cbk	B	[]	PF01288
15314	a.1.1.2	d1cbla_	1cbl	A	[]	PF00042
15491	a.1.1.2	d1cblb_	1cbl	B	[]	PF00042
15315	a.1.1.2	d1cblc_	1cbl	C	[]	PF00042
15492	a.1.1.2	d1cbld_	1cbl	D	[]	PF00042
15286	a.1.1.2	d1cbma_	1cbm	A	[]	PF00042
15465	a.1.1.2	d1cbmb_	1cbm	B	[]	PF00042
15287	a.1.1.2	d1cbmc_	1cbm	C	[]	PF00042
15466	a.1.1.2	d1cbmd_	1cbm	D	[]	PF00042
30336	c.3.1.2	d1cboa1	1cbo	A	['9-318', '451-506']	PF00732
37867	d.16.1.1	d1cboa2	1cbo	A	['319-450']	PF00732
27204	b.60.1.2	d1cbqa_	1cbq	A	[]	PF00061
27212	b.60.1.2	d1cbra_	1cbr	A	[]	PF00061
27213	b.60.1.2	d1cbrb_	1cbr	B	[]	PF00061
27201	b.60.1.2	d1cbsa_	1cbs	A	[]	PF00061
32360	c.37.1.11	d1cbua_	1cbu	A	[]	PF02283
32361	c.37.1.11	d1cbub_	1cbu	B	[]	PF02283
32362	c.37.1.11	d1cbuc_	1cbu	C	[]	PF02283
19901	b.1.1.1	d1cbvh1	1cbv	H	['1-122']	PF07654
20995	b.1.1.2	d1cbvh2	1cbv	H	['123-219']	PF07654
19900	b.1.1.1	d1cbvl1	1cbv	L	['1-112']	PF07686
20994	b.1.1.2	d1cbvl2	1cbv	L	['113-219']	PF07686
33813	c.56.5.1	d1cbxa_	1cbx	A	[]	PF00246
40705	d.103.1.1	d1cbya_	1cby	A	[]	PF01338
32050	c.37.1.8	d1cc0a_	1cc0	A	[]	PF00071
32051	c.37.1.8	d1cc0c_	1cc0	C	[]	PF00071
21902	b.1.18.8	d1cc0e_	1cc0	E	[]	PF02115
21903	b.1.18.8	d1cc0f_	1cc0	F	[]	PF02115
30337	c.3.1.2	d1cc2a1	1cc2	A	['9-318', '451-506']	PF00732
37868	d.16.1.1	d1cc2a2	1cc2	A	['319-450']	PF00732
23008	b.6.1.1	d1cc3a_	1cc3	A	[]	PF00127
23009	b.6.1.1	d1cc3b_	1cc3	B	[]	PF00127
30340	c.3.1.2	d1cc4a1	1cc4	A	['1-173', '276-391']	PF01494
37871	d.16.1.2	d1cc4a2	1cc4	A	['174-275']	PF01494
15901	a.3.1.1	d1cc5a_	1cc5	A	[]	PF13442
30344	c.3.1.2	d1cc6a1	1cc6	A	['1-173', '276-391']	PF01494
37875	d.16.1.2	d1cc6a2	1cc6	A	['174-275']	PF01494
39344	d.58.17.1	d1cc7a_	1cc7	A	[]	PF00403
39343	d.58.17.1	d1cc8a_	1cc8	A	[]	PF00403
18602	a.93.1.1	d1ccaa_	1cca	A	[]	PF00141
18631	a.93.1.1	d1ccba_	1ccb	A	[]	PF00141
18611	a.93.1.1	d1ccca_	1ccc	A	[]	PF00141
18640	a.93.1.1	d1ccea_	1cce	A	[]	PF00141
18627	a.93.1.1	d1ccga_	1ccg	A	[]	PF00141
18661	a.93.1.1	d1ccia_	1cci	A	[]	PF00141
18644	a.93.1.1	d1ccja_	1ccj	A	[]	PF00141
18622	a.93.1.1	d1ccka_	1cck	A	[]	PF00141
18608	a.93.1.1	d1ccla_	1ccl	A	[]	PF00141
18614	a.93.1.1	d1ccpa_	1ccp	A	[]	PF00141
15877	a.3.1.1	d1ccra_	1ccr	A	[]	PF00034
27935	b.74.1.1	d1ccsa_	1ccs	A	[]	PF00194
27910	b.74.1.1	d1ccta_	1cct	A	[]	PF00194
27929	b.74.1.1	d1ccua_	1ccu	A	[]	PF00194
31238	c.23.6.1	d1ccwa_	1ccw	A	[]	PF02310
29646	c.1.19.2	d1ccwb_	1ccw	B	[]	PF06368
31239	c.23.6.1	d1ccwc_	1ccw	C	[]	PF02310
29647	c.1.19.2	d1ccwd_	1ccw	D	[]	PF06368
19758	b.1.1.1	d1ccza1	1ccz	A	['1-93']	PF05790
21683	b.1.1.3	d1ccza2	1ccz	A	['94-171']	PF05790
20559	b.1.1.1	d1cd0a_	1cd0	A	[]	PF07686
20560	b.1.1.1	d1cd0b_	1cd0	B	[]	PF07686
21579	b.1.1.2	d1cd1a1	1cd1	A	['186-279']	PF07654
38155	d.19.1.1	d1cd1a2	1cd1	A	['7-185']	PF07654
21580	b.1.1.2	d1cd1b_	1cd1	B	[]	PF07654
